xi,xj,LLM_model
As they watched,"As they watched us, they thought if he was going to win, he'd just try to have some fun with his kids.

Somehow, he didn't even want to, but he'd managed to make a point not to. He",GPT-2
As they watched,"As they watched the video, the two men were seen laughing and joking with each other.

The video was posted on the Facebook page of the group, which has more than 1.5 million followers.

The video was posted on",OPT
The horse galloped,"The horse galloped into the corner, and for the first time, I realized I had gone too far and I should have had more control. I jumped off the horse, just in time to see the horse flip over and crash on its sides.",GPT-Neo
The horse galloped,"The horse galloped, it seemed, into the hall to which it had come—only to be interrupted by the sound of the rushing sun. He stood up and turned back to his companions.

""Oh, this is the best I can",GPT-2
The horse galloped,"The horse galloped through the forest, and the trees were all dead.
The horse galloped through the forest, and the trees were all dead.
The horse galloped through the forest, and the trees were all dead.
The",OPT
"Carefully, she placed","Carefully, she placed the knife against the skin at the top of his belly and then sliced his flesh open. In a matter of seconds, she was able to see the rest of her work: four deep wounds in the flesh of his chest,",GPT-Neo
"Carefully, she placed","Carefully, she placed her hand in mine, and in a low voice I said: Let her do as was done. I said: Now hold on, mother, we are getting some food and the rest is up to you. Then I said",GPT-2
"Carefully, she placed","Carefully, she placed the box on the table and then placed the box on the table.
I'm not sure if you're being sarcastic or not, but I'm pretty sure that's what she did.
I'm not being sarcastic",OPT
The storm raged,"The storm raged down on the village. The villagers sat in their huts and cried, while the people who had lost homes in the storm watched them as if they were watching a tragedy on television.

The storm had destroyed everything. The walls",GPT-Neo
The storm raged,"The storm raged into the bay, then swept inland from there. The water started to run into the open harbour, and the water on the shore became slippery, especially in some areas, especially in some parts as far as the east. The sea was",GPT-2
The storm raged,"The storm raged on, and the wind blew, and the rain fell, and the snow fell, and the wind blew, and the rain fell, and the snow fell, and the wind blew, and the rain fell, and the snow fell",OPT
In the meadow,"In the meadow, where the grass was long and the wind was soft and the butterflies fluttered their delicate wings, Mrs. Leitner was talking to Mr. Green.

""When I was young, I used to dream about this",GPT-Neo
In the meadow,"In the meadow, the leaves start creeping up to the ground.

They start getting bigger and thicker as they grow, but they don't like growing too tall and not having more room.

Eventually, the leaves start moving too thin",GPT-2
In the meadow,"In the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow",OPT
He stood up,"He stood up. ""Oh, no, not _that_.""

""It was the 'fucking' part that did it, was what I was thinking of.""

""Well, what then?""

""I just,",GPT-Neo
He stood up,"He stood up and asked me what it was and why I hadn't been willing to see it myself.

The response: ""Why don't you go see it?""

""I'm not going to see it in person if it's",GPT-2
He stood up,He stood up for himself and his beliefs.,OPT
The butterfly fluttered,"The butterfly fluttered, a flash of color on the windy night of that autumnal day. It turned as it fluttered, and the light flashed upon her, and on her mother, and on the dog, and on the cat, and",GPT-Neo
The butterfly fluttered,"The butterfly fluttered back up on its face as if it was about to flail in a flutter in the air, and the flower's fluttering fluttering back to its form suddenly vanished, reappearing to do its best to glide back to",GPT-2
The butterfly fluttered,"The butterfly fluttered in the breeze, and the sun shone brightly on the water.
The butterfly fluttered in the breeze, and the sun shone brightly on the water.
The butterfly fluttered in the breeze, and the sun shone brightly",OPT
With a nod,"With a nod to the upcoming new generation of TV series, it’s back to The Secret World. For anyone who’s been following the show since its inaugural season, the big reveal this week is that not only did The Secret World",GPT-Neo
With a nod,"With a nod to the book's character, ""the best one ever, Mr. Seuss"", the protagonist finally meets Marlowe, a former CIA agent who now works at an organization that specializes in protecting terrorists and killing people from the outside world",GPT-2
With a nod,"With a nod to the past, the new ‘Star Wars’ trilogy is a return to the roots

The new “Star Wars” trilogy is a return to the roots.

The new “Star Wars�",OPT
The door slammed,"The door slammed shut. A moment later we heard the lock click; in it, an echo of the door opening.

I turned in my chair and looked at the desk for the time clock or stopwatch I had placed there. It made",GPT-Neo
The door slammed,"The door slammed open and Elsa entered with her arms folded over her body, the smell of sex and anticipation driving her.

""Hello?"" she demanded when the door finally opened.

""You are?"" asked the blonde, standing up to",GPT-2
The door slammed,"The door slammed shut behind him.

The door slammed shut behind him.

The door slammed shut behind him.

The door slammed shut behind him.

The door slammed shut behind him.

The door slammed shut",OPT
As night fell,"As night fell, CeeJay and his friends came up with plans for a party. They decided to go downtown and throw a little party at the bar called, “I’ll take a glass of beer for all my friends,�",GPT-Neo
As night fell,"As night fell on September 26th, an explosive device was found inside the home of Hadi, 24 years old, who was killed by his parents when they got out of their car. After the family arrived and took the four boys into custody,",GPT-2
As night fell,"As night fell, the sun was setting over the mountains of the Sierra Nevada.
The air was cool and crisp, and the sky was clear and blue.
The air was clear and blue, and the sky was clear and blue.",OPT
The fire died,"The fire died down but many survivors spent hours walking over scorched earth and debris, searching for family members still missing and praying for survivors' miraculous recovery.

As the sun rose, investigators returned to the burned-out site to see the extent",GPT-Neo
The fire died,"The fire died on the front line, three days before the first round of talks on Syria's future in Geneva.

Syrian authorities say Syrian forces and backed Islamist rebel groups backed by Russia, Iran and Saudi Arabia, supported the rebels who have been",GPT-2
The fire died,"The fire died down a bit, but the smoke is still there.
I'm not sure if it's the smoke or the fire that's burning.",OPT
"Softly, she sang","Softly, she sang the song, softly she sang the song

So I said to her, softly, I said to the girl, softly, I said to the girl

Softly, she sang the song, softly she sang the",GPT-Neo
"Softly, she sang","Softly, she sang; and when I asked her where I had found the body, she said she was in Parma, near the Red Mountains.

Then the great fire of the first was lit up for ten days, and the earth",GPT-2
"Softly, she sang","Softly, she sang, ""I'm not a bad person, I'm just a bad person.""

She was a bad person.

She was a bad person.

She was a bad person.

She was",OPT
The clock chimed,"The clock chimed midnight. The world had gone to sleep.

The door swung open, and there walked in a strange procession the likes of which would come to a man’s mind again and again when contemplating the wonders of the world",GPT-Neo
The clock chimed,"The clock chimed down and the girls, with the exception of Rose and Nick, all began dancing to each other's ""britches."" At one point, Rose was in the middle of getting into the dancing, and Nick got an arm around",GPT-2
The clock chimed,"The clock chimed, and the door opened.

The door swung open, and a man stepped out. He was tall, with a long, dark beard and a long, dark mustache. He wore a black suit, and a black",OPT
In the library,"In the library and in my classroom, I have used these two words often in order to define math. The first time my 10-year-old daughter saw me using them was when she was three. “Why are you saying that word?",GPT-Neo
In the library,"In the library, you can even define a default class for your classes. If you want to use the Java runtime library, you can make your JDK applications use Java 2.x. Alternatively, you can implement the runtime system (it's just",GPT-2
In the library,"In the library, I have a book called ""The Art of the Deal"" by Donald Trump.  I read it in high school and it's still one of my favorite books.  I'm not sure if it's a good book for",OPT
He picked up,He picked up his glass to say something only to realize that his words were unspeakable and his mouth was open while he choked. He put his fingers in a fist to try to stop the flow but it was hopeless. He choked. It happened,GPT-Neo
He picked up,"He picked up the phone.

""You know, I want in on this story, and I can't,"" said Michael. ""I know this. I've been doing this for a long time.""

Michael knew this when he first",GPT-2
He picked up,"He picked up a new hobby.
He's a professional photographer.",OPT
The boat rocked,"The boat rocked back and forth, the waves lapping the sides. They were being tossed violently on the beach, and then the whole boat rolled over. The boys were trapped under the hatch, and with the sea and the swell, they could not",GPT-Neo
The boat rocked,"The boat rocked but fortunately survived the collision.

He said: ""When we got there and took pictures of the water they said, 'We got it. We're off your hands.' We didn't have the slightest idea.

""",GPT-2
The boat rocked,The boat rocked and the boat rocked and the boat rocked and the boat rocked and the boat rocked and the boat rocked and the boat rocked and the boat rocked and the boat rocked and the boat rocked and the boat rocked and the boat rocked and the,OPT
With a frown,"With a frown of confusion, my eyes followed her to see why. A woman was carrying a tiny bundle, but was it the infant she had borne? ""Oh!"" I exclaimed, and my father hastened to collect and present it to my mother",GPT-Neo
With a frown,"With a frown set in on her stern face, he turned from the car to the road back towards a house for one evening.

He heard a loud bang, and heard an echoing boom. A large tree fell down into the road, and",GPT-2
With a frown,"With a frown on his face, he looked at the man who had just entered the room.
""I'm sorry, I didn't mean to interrupt you.""
""No, it's fine.
I was just about to go to",OPT
The pencil scratched,"The pencil scratched, the eraser popped.
And when we took our first
giant steps into the world
of the Internet, we were
thrilled.
I was thrilled.
The Internet was going places
anyway,",GPT-Neo
The pencil scratched,"The pencil scratched its back. Then he drew again.


The two men fell to the sidewalk before him.


He drew again his pencil again.


He drew again. Then he drew a second and third, too.",GPT-2
The pencil scratched,"The pencil scratched the paper.
I think it's the paper that scratched the pencil.",OPT
As they walked,"As they walked toward the back of the room, she started to tell him she was from the States, but it didn't feel like a confession, it seemed like a challenge. She didn't want to tell him her whole story, but she was",GPT-Neo
As they walked,"As they walked off, I noticed they were walking down the aisle. They were obviously not eating. I started asking for them all their calories and gave them the rest.

This is great, not the worst. I can eat more, I",GPT-2
As they walked,"As they walked out of the room, the two men looked at each other and smiled.
""I'm sorry, I didn't mean to scare you.""
""No, it's okay.
I'm just glad you're okay.""",OPT
The kite soared,"The kite soared skyward, carrying as much as three pounds of sand and debris. On the ground, the wind had swept a small pile of sand onto the sidewalk, which rippled with ripples in the night breeze. The sand s",GPT-Neo
The kite soared,"The kite soared, and his master flew to a great circle. They all swam off, and then we fell into a dark place. We had reached the bottom, and we saw the water, which was very dark. A man lay on",GPT-2
The kite soared,"The kite soared high above the clouds, and the wind was blowing hard.
The kite was flying high above the clouds, and the wind was blowing hard.
The kite was flying high above the clouds, and the wind was",OPT
"Slowly, she opened","Slowly, she opened the refrigerator. It, too, was empty.

""What's this about?"" asked the mother.

She went to the back bedroom, grabbed the gun and emptied its chamber. There was a click and the",GPT-Neo
"Slowly, she opened","Slowly, she opened her eyes wide and looked back to him.

""And how about when you say my name today?"" she asked, looking back at him.

""Yeah, or when I'm a little bit older,"" said",GPT-2
"Slowly, she opened","Slowly, she opened her eyes.
She was still in a daze.
She was still in a daze.
She was still in a daze.
She was still in a daze.
She was still in",OPT
The grass swayed,"The grass swayed in the breeze that kicked up in the late evening, cooling the still desert air. The sun sunk in the sky, bathing the land in a golden light that melted into purple as it faded. A black silhouette walked across the land,",GPT-Neo
The grass swayed,"The grass swayed by the window as a sun set above the sea. There was no sign of those that were trying to escape. But the sound of a thudding car with a jack was not far away. I had not left my car, for",GPT-2
The grass swayed,"The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The",OPT
In the classroom,"In the classroom and the bedroom, it’s easy for parents to forget about one of the most important aspects of a child’s education: teaching them about the world around them, and in no way do I mean that in a dispar",GPT-Neo
In the classroom,"In the classroom is what is called a ""teacher's workshop."" These are private classrooms where students go to practice and prepare for work and to use tools to help them deal with different situations they might face. For example, when a student goes to",GPT-2
In the classroom,"In the classroom, the teacher is the one who is supposed to be teaching.",OPT
He looked around,"He looked around in annoyance. ""You're telling me I'm to have every single part I build in my collection?"" He started to walk around the room, stopping to look at items he had picked up at the auction. ""Who is this idiot",GPT-Neo
He looked around,"He looked around nervously and took out the bottle before taking him for a drink at the kitchen counter.

""It's just a very small sample,"" he said as his partner sat down in the kitchen opposite him with his head bowed to the side",GPT-2
He looked around,"He looked around for a moment, then he saw the man. He was a man, and he was a man of many faces. He was a man of many faces, and he was a man of many faces. He was a man of",OPT
The baby cried,The baby cried. She was crying. I thought she was hungry. She began to cry and cry loudly. She cried and cried until I had to feed her. She cried and cried until I had to give her a bottle. She cried and cried,GPT-Neo
The baby cried,"The baby cried like a baby, he cried like mother, it's sad,"" she says to a stranger who asks him the name of his sister. She remembers her crying ""because my brother is with me at our house.""

The stranger,",GPT-2
The baby cried,"The baby cried.
I'm not sure if I should be laughing or crying.",OPT
With a gasp,"With a gasp, I grabbed my cell phone from the counter. At the last second, I stopped. I wasn't done.

The woman's face appeared on the screen, her head down, her chin on her chest.

""",GPT-Neo
With a gasp,"With a gasp of wind from the back of the car, one of the two girls took a couple of steps behind him. He pulled his shirt up over his head as she pointed toward him, and he looked into the sunbeams. She paused",GPT-2
With a gasp,"With a gasp, I realized that I had been reading the comments on the article.",OPT
The ice cracked,"The ice cracked and crumbled in the darkening sky, a cracking sound as loud and relentless as a waterfall. Rain pounded harder against the skylights and wind began to shriek through the windows.

""I can't tell,"" his",GPT-Neo
The ice cracked,"The ice cracked on October 1st, with a 1:54 mark. While it only took two days for the Ice Bowl to kick off, no game came with a bigger difference than that from the game at home. For just the fourth time,",GPT-2
The ice cracked,"The ice cracked and the water froze.
I think you mean the ice melted and the water froze.
I think you mean the ice melted and the water froze.
I think you mean the ice melted and the water froze.
I",OPT
As the wind,"As the wind whipped the leaves, the boys hurried up the path to the door. They pushed through and entered the large, stone-walled barn. There were many stalls, with horses of all different colors in them. It wasn't too long",GPT-Neo
As the wind,"As the wind is blowing her back from my shoulder with its weight, she's now lost consciousness. I was trying to get it out of her stomach but this time I wasn't able to.

The little girl doesn't look away. She",GPT-2
As the wind,"As the wind blows, the sea is rising.

The sea is rising.

The sea is rising.

The sea is rising.

The sea is rising.

The sea is rising.

The sea",OPT
The curtains fluttered,"The curtains fluttered and fell, he could make out through the gaps what it was.

""Good God Almighty!""

He ran through the room.

There before him was a table, covered with maps of the Middle East,",GPT-Neo
The curtains fluttered,"The curtains fluttered but there were tears in their eyes.

""It's not what you think,"" the older girl said. ""I'm not a thief… That's just not right. People like to steal. I was just a very",GPT-2
The curtains fluttered,"The curtains fluttered in the breeze.
The sun was shining brightly.
The air was crisp and clean.
The sky was blue.
The sun was shining brightly.
The sun was shining brightly.
The sun was shining brightly",OPT
"Quietly, he entered","Quietly, he entered King's College in Cambridge, a place that has become his home, and there he met his wife, Rosamund Novello. She was a Cambridge graduate and had read English at Cambridge. Together, they worked",GPT-Neo
"Quietly, he entered","Quietly, he entered the door when he heard the loud clang. The woman rushed towards the door, only to be overwhelmed by the noise, then immediately realised he was dead.

At her side stood the man on the bed.",GPT-2
"Quietly, he entered","Quietly, he entered the room, and sat down at the table.
*She walks over to him and sits down next to him.*  Hey.
""Hey."" He said, smiling. ""How are you?""  *",OPT
The flower bloomed,"The flower bloomed only on the first day of the month. The sun shone brilliantly, and the night was dark. The stars gleamed brightly. The air was fresh and cool. The birds sang sweetly. The villagers went about their daily work",GPT-Neo
The flower bloomed,"The flower bloomed with the new power of a fire, its smell mingled with the smoke of the world. But the fire was an evil and a dark shadow on his face, and he fell to the ground. And in the darkness, and",GPT-2
The flower bloomed,"The flower bloomed, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew,",OPT
In the attic,"In the attic of the historic building, nestled between the city’s oldest streets, on the edge of a historic district with a world-class dining scene, our guest of honor and founder of the brand, Jonathan Adler, discusses about",GPT-Neo
In the attic,"In the attic, a number of items from the car were found inside it. One was an original blue and red Ferrari, a pair of sneakers, a golf cart and a pair of books. The last were a small, rectangular case containing a bottle",GPT-2
In the attic,"In the attic of a house in the middle of the night, I heard a noise. I looked up and saw a man standing in the middle of the attic. He was wearing a black hoodie and black pants. He was looking at me",OPT
She turned away,"She turned away from her work and said, ""I suppose that makes you a man of science.""

""So I was told.""

""A man of the world,"" she reminded him.

""A very wealthy man of the",GPT-Neo
She turned away,"She turned away for a while, wondering who he had brought with him, and looked outside.

""I'm all right,"" he said. ""There are no problems with me, I've just turned around quickly. Not sure how old I",GPT-2
She turned away,"She turned away from the camera and looked at me.
I'm not sure if I should be happy or sad that you got to see her face.
I was happy.",OPT
The car stopped,"The car stopped, and a large man with a short, curly haired head stepped out of it. He wore a plaid shirt, corduroy pants and a vest. He had on a blue checkered baseball cap, and his eyes",GPT-Neo
The car stopped,"The car stopped at a checkpoint near the road, and when I asked her what she wanted I said there was enough water to drink. She did not want to go back. Instead she said she had a choice ""about how we drink and the country",GPT-2
The car stopped,"The car stopped and the driver got out and ran away.
I think the driver was the one who got out and ran away.",OPT
With a yawn,"With a yawning gap between the White House and the judiciary, Attorney General William Barr is reportedly preparing an unprecedented order that would strike down regulations that were put in place to protect consumers from bad products and shady business practices.

Barr is considering",GPT-Neo
With a yawn,"With a yawn on its sleeve, and a look in his eye, the woman opened her big mouth and smiled up at him. ""How come you can't sleep?"" she whispered. ""I thought it was a long way.""

""So",GPT-2
With a yawn,"With a yawn.
I'm not sure if you're being sarcastic or not, but I'm going to assume you're being sarcastic.
I'm not being sarcastic.  I'm just tired of the same old shit.  I'm",OPT
The bell tolled,"The bell tolled, followed by a moment of silence, and then the sound of it began to toll again. An hour had passed and the sun was high, so the time was not yet one, and another hour would pass before the sun rose",GPT-Neo
The bell tolled,"The bell tolled on a big hillside in a small village which had stood around the end of its hill. The hills were crowded with people.

The village's residents, having been evacuated to safety from the rain, decided to go back",GPT-2
The bell tolled,"The bell tolled for the last time at the end of the last season.

The final whistle blew on the final game of the season for the University of Calgary Dinos men’s soccer team.

The Dinos finished",OPT
As they sat,"As they sat in the dark, still apartment, the two friends discussed everything that was happening in the world. At first, as the minutes turned into hours, they discussed the many strange events that had happened, and they were amazed and horrified at what",GPT-Neo
As they sat,"As they sat in the same spot, no one in the church was able to speak.

When he went back to their place, there she was wearing her head coverer as she sat on the grass to watch the news.

""",GPT-2
As they sat,"As they sat in the back of a police car, the two men were arrested for allegedly stealing a car and driving it into a crowd of people.

The incident occurred on Saturday night in the city of Wuhan, China, according",OPT
The river rushed,"The river rushed along the banks of the mighty Ganges and the Ganges itself is a river of love and peace, and so we would like to invite you all to our place of worship on August 13th, 2015. We would like to have",GPT-Neo
The river rushed,"The river rushed over and stopped, as it had stopped and flowed over again.

""At that moment the other guys ran to investigate,"" the guy said. ""They heard it coming. They were shouting! They heard everyone's screams!""",GPT-2
The river rushed,"The river rushed over the bridge, and the water was rising.
The river rushed over the bridge, and the water was rising.
The river rushed over the bridge, and the water was rising.
The river rushed over the bridge,",OPT
"Carefully, he placed","Carefully, he placed the back of his hand against the left side of his neck; then gently, he moved his hand and found the spot where he was cut. Blood was oozing from the gash, staining his T-shirt red",GPT-Neo
"Carefully, he placed","Carefully, he placed himself in the position of a ""policeman"" whom, it seems, no one in government is going to tolerate when they put his career on the line.

In the midst of a campaign to oust Trump,",GPT-2
"Carefully, he placed","Carefully, he placed the box on the table, and then he placed the box on the table.
I'm not sure if you're being sarcastic or not, but I'm pretty sure that's what he did.
I'm not",OPT
The sun set,"The sun set a little after eight-thirty last Friday afternoon, and while it was clear from the street that the sun had yet to set beyond the horizon, the shadows of the trees cast by the setting day still remained just long enough to indicate",GPT-Neo
The sun set,"The sun set in a small hut behind a table, and the little person stepped out on top of it to make a cup of tea. The people had been drinking the whole thing, but then... There would be nothing for the people to eat.",GPT-2
The sun set,"The sun set on the last day of the year, and the last day of the year was the last day of the year.

The sun set on the last day of the year, and the last day of the year was the last",OPT
In the forest,"In the forest of the Bitterroot Mountains, Montana, a group of women gathered to discuss the work they’ve made so far. In a little community of more than 200 residents, they’ve come together to build something much greater",GPT-Neo
In the forest,"In the forest outside, one saw a man riding a horse. The man with glasses was wearing a brown sweater, red pants, green tights and a black hat with a collarbone clasped. The man's face was blank, although the expression",GPT-2
In the forest,"In the forest, in the forest, in the forest, in the forest, in the forest, in the forest, in the forest, in the forest, in the forest, in the forest, in the forest, in the forest, in",OPT
She held her,"She held her head high. And as the men of the village came to greet her, she walked like a queen.

Her head was adorned like a crown with the little golden flowers of the valley, their tiny petals curling around her",GPT-Neo
She held her,"She held her hand and asked, ""Where did you get them?""

""My mother's one of the three or four sisters and she took them from school to get me into the school. She gave me a little boy and I took my",GPT-2
She held her,"She held her breath for a second, then let it out.

The woman, who was in her 60s, was found dead in a pool of blood in a home in the city’s west end on Wednesday.",OPT
The bird flew,"The bird flew down from the roof of the house where they’d gathered. A young woman was lying in bed, still wearing her coat and scarf. Beside her was a man she had never seen before. He was holding a stick,",GPT-Neo
The bird flew,"The bird flew for a few minutes on its own and then followed her to a wooded area.

""I didn't know [what was happening],"" Ms Crouch said.

A second bird flew through the wooded area and landed",GPT-2
The bird flew,"The bird flew away.
I think it was a bird.",OPT
With a shrug,"With a shrug, I followed her out.

The two of us stood in a small area in the lobby that was surrounded by a glass wall, looking at that same security camera.

""This is the area where I told you it",GPT-Neo
With a shrug,"With a shrug, he gave his own introduction to the program. ""I think you can learn a lot from it, I guess.""

""Well, that's fine,"" he said, leaning back and looking to the side from his computer screen",GPT-2
With a shrug,"With a shrug, he said, ""I don't know. I'm not a scientist.""

""I'm not a scientist either,"" I said. ""I'm a writer.""

""I'm a writer too,"" he said",OPT
The rain stopped,"The rain stopped and the sun came out, and the first thing I saw when I opened my eyes was a couple of little ducks in my kitchen window. They were not quite ready for life on the farm, but they were out of the city with",GPT-Neo
The rain stopped,"The rain stopped. It was very easy to get into these areas, but I had to go to a store near to the front gate. My friend was there to put food and water in the food stall I was in, and we waited there when",GPT-2
The rain stopped,"The rain stopped.
It's been raining for a while now.
It's been raining for a while now.
It's been raining for a while now.
It's been raining for a while now.
It's been raining",OPT
As time passed,"As time passed, the students became more excited. In the seventh grade, the class became a regular audience for the ""teacher of the year"" — a legendary French writer, Maurice Sailland.

But soon it faded.",GPT-Neo
As time passed,"As time passed, the state's laws did not extend to other industries, and the number of people whose business went into bankruptcy increased.

In New Jersey, which has seen little economic growth in the past 15 years, the number of individuals who",GPT-2
As time passed,"As time passed, I realized that I was not going to be able to get a job in the field I wanted to work in. I was going to have to settle for a job in a field I didn't want to work in.",OPT
The smoke rose,"The smoke rose from his cigar, and began to drift upward. It grew thicker. He could feel it growing before him. He was growing toward it, and it was going to reach him. To him.

He stared at it for a",GPT-Neo
The smoke rose,"The smoke rose to a point where I had to stand off to the side and breathe. I could see my face lit from behind the mask, with a bright red dot, as the smoke began to pour down from the side of his head. I",GPT-2
The smoke rose,"The smoke rose from the chimney of the house, and the smell of burning wood filled the air.
The house was a small one, with a small yard and a small porch.
The porch was a small one, with a small",OPT
"Gently, she touched","Gently, she touched on the idea of a marriage contract. 'If you say so, Mrs Lefroy,' she said.

'Well... maybe, a bit. But a marriage contract? To that girl?'",GPT-Neo
"Gently, she touched","Gently, she touched the side of her head, looked at her with the same expressions, then looked back at the bed.

""What is this?""

When Kise was about to start again, Suyaman's body suddenly",GPT-2
"Gently, she touched","Gently, she touched my shoulder.
I'm sorry, I'm not sure what you mean.
I'm sorry, I'm not sure what you mean.
I'm sorry, I'm not sure what you mean.
I",OPT
The leaves fell,"The leaves fell to the ground.

""What do you fear most?""

""The darkness of my soul.""

""But what are you afraid of, little brother?""

""That he might find out that I exist,",GPT-Neo
The leaves fell,The leaves fell more clearly. On each leaf there was a light green patch of light as if a green cloud would appear above them as it passed through the patch of light. At that moment the light was so bright that it looked like the moon had,GPT-2
The leaves fell,"The leaves fell off the tree.
The leaves fell off the tree.
The leaves fell off the tree.
The leaves fell off the tree.
The leaves fell off the tree.
The leaves fell off the tree.
The",OPT
In the cave,"In the caveman days, the Neanderthals had a nasty habit of turning up in the wrong cave. That happened during the Ice Age, as these early hominids were wandering through Europe, and one of our human ancestors decided to turn up",GPT-Neo
In the cave,"In the cave, a man had broken into a cave to get revenge: ""What do I have to lose?"" he told one of its workers. It was the man, he said. The man had been waiting for several hours. Then he heard",GPT-2
In the cave,"In the cave, there is a small room with a door that leads to a small room with a door that leads to a small room with a door that leads to a small room with a door that leads to a small room with a door that",OPT
He walked towards,"He walked towards the door with a firm steady step. He looked back at the body that had been flung onto the sofa. His gaze was fixed on the two women with their heads bowed in apparent prayer.

His eyes roamed over the small",GPT-Neo
He walked towards,"He walked towards him from behind, throwing his arms up and trying to strike. The boy could hear them run in all directions.

Harry and the boy ran as fast as they could, but he knew they might all be out of breath now",GPT-2
He walked towards,"He walked towards the door, and then he turned around and walked back towards the door.
He walked towards the door, and then he turned around and walked back towards the door.
He walked towards the door, and then he turned around",OPT
The camera clicked,"The camera clicked and the sound of a shutter shut down in her life. A small tear formed in her eye as she watched herself turn into a baby.

“Are you happy?”

Kneeling, she kissed her",GPT-Neo
The camera clicked,"The camera clicked and the car was speeding through the city's dense industrial district, through what turned out to be five million square miles, a relatively short distance on the outside. It was also about halfway through a day of running for mayor that started out",GPT-2
The camera clicked,"The camera clicked on the wrong person.
I think it's the same person.",OPT
With a sigh,"With a sigh, I pull my eyes from the screen and look up at my father. I want to ask him what he thinks. The thought of what they'll make of it is, for now, something I'll have to live with.",GPT-Neo
With a sigh,"With a sigh, the man who was supposed to be the future president of Afghanistan was now sitting on a chair beside the president, talking about her.

""I think we had better leave because we will lose Afghanistan and lose the world.""",GPT-2
With a sigh,"With a sigh, I looked at the calendar.
It was the first day of spring.
I was going to go to the park with my friend, but I had a headache.
I had been working on a project for the last",OPT
The door creaked,"The door creaked. ""Can I come?""

Kel looked down the hall. No one was there. ""Let yourself out.""

""Where are you going?""

Kel ignored the question. ""You're probably thinking",GPT-Neo
The door creaked,"The door creaked open and I saw the man behind me, walking towards me. He smiled brightly.

I opened the door, and I heard everyone on the other side start to cry. The man stood in front of me. He was",GPT-2
The door creaked,"The door creaked open and the door closed.

The door creaked open and the door closed.

The door creaked open and the door closed.

The door creaked open and the door closed.

The",OPT
As they laughed,"As they laughed and chatted, the two men—who are believed to be related—sat down at the long mahogany table.

As the two men laughed and chatted, the two men—who are believed to be related—",GPT-Neo
As they laughed,"As they laughed along to their tunes, the crowd was still cheering when they hit back over 10 in an hour.

""This is what the people actually want,"" said T-Rex driver Scott Walker. ""They will vote here, they will",GPT-2
As they laughed,"As they laughed, the man in the back of the room, who was not a member of the group, said, ""I'm not sure I want to be a part of this.""

The group laughed again.

""I",OPT
The train whistled,"The train whistled.

Mason leaned back with his eyes open. 'Let'im eat,' he muttered, 'while it's cool. They won't get to eat till next year. It's as easy as the back end of",GPT-Neo
The train whistled,"The train whistled. I could feel the wind blowing inside my ears and the train approaching me, driving me insane. So excited was I to enter my train station that I asked the conductor to not let me have a drink with my friends that the",GPT-2
The train whistled,"The train whistled and the train was gone.
I'm not sure if I should be happy or sad that I got this reference.",OPT
"Slowly, he breathed","Slowly, he breathed out, a warm gush of exhalation.

""You okay?""

""I'm fine.""

""Let's get you home. You should be resting.""

""I'm fine.",GPT-Neo
"Slowly, he breathed","Slowly, he breathed, trying to imagine what would have happened in the future.

""Is that so…"" He swallowed nervously and thought briefly and then answered. It was strange.

I would tell you so.

His cheeks",GPT-2
"Slowly, he breathed","Slowly, he breathed in and out, trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying",OPT
The stars shone,"The stars shone brightly in the darkening sky; the clouds rolled majestically in the distant mountains,

It was an exciting world at night that had been my world. My world. My world; my very breath was in it. The",GPT-Neo
The stars shone,"The stars shone in the center of a huge red light in the background. It seemed to be so bright that one could not see the shape of the star. Yet there was no sign of human activity.

It wasn't clear what caused the",GPT-2
The stars shone,"The stars shone brightly on the night of the first moon landing.

The moon was a bright, shining star in the sky.

The moon was a bright, shining star in the sky.

The moon was a bright,",OPT
In the office,"In the office of a small Italian firm in the small hilltown of Gela in the northern Peloponnese, a team of computer wizards is hard at work. They are working on an animated advertisement adorning the inside of the computer",GPT-Neo
In the office,"In the office of a local police force, we don't even see people doing anything,"" she said.

She added, ""We really need people at all levels of government to tell us who's in charge of this. It's not about",GPT-2
In the office,"In the office, I'm a little bit of a nerd. I like to read, watch movies, and play video games. I'm also a huge fan of the Star Wars movies. I'm also a huge fan of the Star Trek movies",OPT
She looked up,"She looked up into the bright white light of the afternoon sky. The water turned green like a mirror at the tips, the sky darkened and deepened into a dark green that had the greenness of a bruise. She gazed at the shore,",GPT-Neo
She looked up,"She looked up and said: 'No we don't.' And then she'd say: 'Oh no, that's not the answer,' and then I'd just sit back and watch her do it, just to relax and think, 'Is there",GPT-2
She looked up,"She looked up at me and said, ""I'm sorry, I'm not sure what you're saying.""
I'm sorry, I'm not sure what you're saying.
I'm sorry, I'm not sure what you're saying",OPT
The dog wagged,"The dog wagged her tail, and we left the kitchen.

I never got another chance to see the great white.

A month later Dad visited the old apartment. I was out on the lawn, walking. I was carrying our",GPT-Neo
